EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,JobRole,MonthlyIncome,SalarySlab,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Count
RM1245,30,26-35,No,Travel_Frequently,Research & Development,2,Technical Degree,1,Female,Research Scientist,4968,Upto 5k,16,3,4,10,9,7,0,7.0,0
RM1247,30,26-35,Yes,Travel_Frequently,Human Resources,8,Human Resources,1,Female,Human Resources,2180,Upto 5k,11,3,3,6,4,2,1,2.0,1
RM1252,30,26-35,No,TravelRarely,Sales,15,Marketing,1,Male,Sales Executive,7140,5k-10k,11,3,1,12,7,7,1,7.0,0
RM1260,30,26-35,No,TravelRarely,Research & Development,16,Life Sciences,1,Male,Healthcare Representative,5294,5k-10k,16,3,3,10,7,0,1,7.0,0
RM1297,30,26-35,No,TravelRarely,Research & Development,10,Medical,1,Female,Manufacturing Director,9667,5k-10k,14,3,2,9,7,7,0,2.0,0
RM1339,30,26-35,Yes,TravelRarely,Sales,9,Medical,1,Male,Sales Representative,1081,Upto 5k,13,3,3,1,1,0,0,0.0,1
RM1413,30,26-35,No,TravelRarely,Research & Development,1,Medical,1,Male,Laboratory Technician,3748,Upto 5k,13,3,3,12,12,8,1,7.0,0
RM013,31,26-35,No,TravelRarely,Research & Development,26,Life Sciences,1,Male,Research Scientist,2911,Upto 5k,17,3,4,5,5,2,4,3.0,0
RM059,31,26-35,No,TravelRarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,5915,5k-10k,22,4,4,10,7,7,1,7.0,0
RM125,31,26-35,Yes,TravelRarely,Sales,6,Life Sciences,1,Male,Sales Executive,6172,5k-10k,18,3,2,12,7,7,7,7.0,1
RM133,31,26-35,Yes,TravelRarely,Sales,20,Life Sciences,1,Female,Sales Executive,4559,Upto 5k,11,3,3,4,2,2,2,2.0,1
RM181,31,26-35,No,TravelRarely,Research & Development,12,Medical,1,Female,Research Scientist,3929,Upto 5k,23,4,3,7,4,2,0,2.0,0
RM225,31,26-35,No,Non-Travel,Research & Development,1,Medical,1,Male,Manufacturing Director,4345,Upto 5k,12,3,4,6,5,4,1,4.0,0
RM246,31,26-35,No,Travel_Frequently,Research & Development,3,Medical,1,Male,Research Director,13675,10k-15k,12,3,1,9,2,2,2,2.0,0
RM260,31,26-35,Yes,Travel_Frequently,Research & Development,29,Medical,1,Male,Laboratory Technician,3479,Upto 5k,11,3,2,6,5,4,1,4.0,1
RM267,31,26-35,No,TravelRarely,Research & Development,23,Medical,1,Male,Healthcare Representative,5582,5k-10k,21,4,2,10,9,0,7,8.0,0
RM293,31,26-35,No,Travel_Frequently,Sales,5,Marketing,1,Female,Sales Representative,2789,Upto 5k,11,3,3,2,2,2,2,2.0,0
RM304,31,26-35,No,TravelRarely,Sales,7,Technical Degree,1,Male,Sales Executive,6929,5k-10k,11,3,2,10,8,7,7,7.0,0
RM310,31,26-35,No,TravelRarely,Research & Development,5,Technical Degree,1,Male,Research Scientist,4821,Upto 5k,12,3,3,6,5,2,0,3.0,0
RM311,31,26-35,No,TravelRarely,Human Resources,2,Human Resources,1,Male,Human Resources,6410,5k-10k,12,3,4,9,2,2,1,0.0,0
RM313,31,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,2695,Upto 5k,18,3,2,3,2,2,2,2.0,0
RM322,31,26-35,No,TravelRarely,Sales,7,Marketing,1,Male,Sales Executive,7547,5k-10k,12,3,4,13,7,7,1,7.0,0
RM326,31,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Female,Manufacturing Director,8943,5k-10k,24,4,1,10,10,9,8,9.0,0
RM343,31,26-35,No,TravelRarely,Research & Development,7,Medical,1,Female,Manufacturing Director,7143,5k-10k,14,3,3,11,11,9,4,10.0,0
RM370,31,26-35,No,TravelRarely,Research & Development,9,Life Sciences,1,Male,Research Scientist,2657,Upto 5k,16,3,4,3,2,2,2,2.0,0
RM395,31,26-35,No,TravelRarely,Research & Development,7,Medical,1,Female,Manufacturing Director,4306,Upto 5k,12,3,2,13,13,10,3,12.0,0
RM400,31,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,2218,Upto 5k,12,3,3,4,4,2,3,2.0,0
RM435,31,26-35,No,TravelRarely,Research & Development,9,Life Sciences,1,Male,Manufacturing Director,10648,10k-15k,25,4,4,13,13,8,0,8.0,0
RM440,31,26-35,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,Healthcare Representative,9824,5k-10k,12,3,1,12,1,0,0,0.0,1
RM451,31,26-35,No,TravelRarely,Sales,2,Life Sciences,1,Male,Sales Executive,6582,5k-10k,13,3,3,10,6,5,0,5.0,0
RM457,31,26-35,No,TravelRarely,Sales,7,Life Sciences,1,Male,Manager,11557,10k-15k,21,4,3,10,5,4,0,1.0,0
RM483,31,26-35,Yes,TravelRarely,Sales,13,Medical,1,Male,Sales Executive,4233,Upto 5k,17,3,3,9,3,1,1,2.0,1
RM485,31,26-35,No,TravelRarely,Sales,6,Medical,1,Male,Sales Executive,5460,5k-10k,22,4,4,13,7,7,5,7.0,0
RM645,31,26-35,No,TravelRarely,Research & Development,11,Life Sciences,1,Male,Research Scientist,2356,Upto 5k,19,3,2,8,6,4,0,2.0,0
RM676,31,26-35,No,TravelRarely,Sales,7,Life Sciences,1,Male,Sales Representative,2329,Upto 5k,15,3,2,13,7,7,5,2.0,0
RM680,31,26-35,No,Non-Travel,Sales,20,Marketing,1,Female,Sales Executive,6932,5k-10k,13,3,4,9,9,8,0,0.0,0
RM691,31,26-35,No,TravelRarely,Research & Development,12,Medical,1,Female,Healthcare Representative,5855,5k-10k,11,3,3,10,9,7,8,5.0,0
RM710,31,26-35,Yes,Non-Travel,Research & Development,9,Medical,1,Male,Research Scientist,2321,Upto 5k,22,4,1,4,3,2,1,2.0,1
RM727,31,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,4148,Upto 5k,12,3,3,4,4,3,0,3.0,0
RM819,31,26-35,No,Travel_Frequently,Sales,20,Life Sciences,1,Male,Sales Representative,2791,Upto 5k,12,3,1,3,2,2,2,2.0,0
RM832,31,26-35,Yes,Travel_Frequently,Research & Development,15,Medical,1,Male,Laboratory Technician,2610,Upto 5k,12,3,3,2,2,2,2,2.0,1
RM896,31,26-35,No,TravelRarely,Research & Development,11,Medical,1,Male,Healthcare Representative,6833,5k-10k,12,3,4,6,6,5,0,1.0,0
RM897,31,26-35,No,TravelRarely,Research & Development,24,Medical,1,Female,Healthcare Representative,6812,5k-10k,19,3,2,10,10,9,1,8.0,0
RM951,31,26-35,No,Non-Travel,Sales,2,Life Sciences,1,Female,Sales Executive,9852,5k-10k,19,3,1,10,10,8,9,6.0,0
RM953,31,26-35,Yes,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Representative,2302,Upto 5k,11,3,1,3,3,2,2,2.0,1
RM981,31,26-35,Yes,Travel_Frequently,Sales,2,Life Sciences,1,Female,Sales Representative,2785,Upto 5k,14,3,3,3,1,0,0,0.0,1
RM986,31,26-35,Yes,TravelRarely,Research & Development,22,Medical,1,Male,Manufacturing Director,6179,5k-10k,15,3,4,10,10,2,6,7.0,1
RM1013,31,26-35,Yes,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Representative,1359,Upto 5k,12,3,2,1,1,0,0,0.0,1
RM1015,31,26-35,No,TravelRarely,Research & Development,8,Life Sciences,1,Female,Research Director,16422,15k+,11,3,3,9,3,2,1,0.0,0
RM1017,31,26-35,Yes,TravelRarely,Research & Development,8,Life Sciences,1,Female,Research Scientist,1261,Upto 5k,12,3,3,1,1,0,0,0.0,1
RM1031,31,26-35,No,TravelRarely,Sales,8,Life Sciences,1,Male,Sales Executive,10793,10k-15k,18,3,1,13,13,7,9,9.0,0
RM1034,31,26-35,Yes,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,7446,5k-10k,11,3,1,10,10,8,4,7.0,1
RM1036,31,26-35,No,TravelRarely,Human Resources,8,Medical,1,Female,Human Resources,2109,Upto 5k,18,3,4,8,3,2,0,2.0,0
RM1037,31,26-35,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,3722,Upto 5k,13,3,3,7,2,2,2,2.0,1
RM1086,31,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Female,Research Scientist,4084,Upto 5k,12,3,1,7,7,2,7,7.0,1
RM1145,31,26-35,No,Travel_Frequently,Sales,2,Other,1,Male,Sales Executive,5332,5k-10k,13,3,4,10,5,2,0,3.0,0
RM1192,31,26-35,No,TravelRarely,Sales,5,Life Sciences,1,Female,Sales Executive,5476,5k-10k,11,3,1,10,10,0,0,2.0,0
RM1228,31,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,3477,Upto 5k,14,3,4,6,5,2,0,3.0,0
RM1240,31,26-35,No,Travel_Frequently,Research & Development,24,Technical Degree,1,Female,Manufacturing Director,5238,5k-10k,20,4,4,9,5,4,1,4.0,0
RM1248,31,26-35,No,TravelRarely,Sales,5,Technical Degree,1,Male,Sales Executive,8346,5k-10k,19,3,3,6,5,2,0,2.0,0
RM1258,31,26-35,Yes,TravelRarely,Sales,16,Marketing,1,Male,Sales Executive,8161,5k-10k,13,3,1,10,1,0,0,0.0,1
RM1275,31,26-35,No,TravelRarely,Sales,29,Marketing,1,Female,Sales Executive,5468,5k-10k,14,3,1,13,12,7,5,7.0,0
RM1307,31,26-35,No,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,9637,5k-10k,14,3,4,9,3,2,2,2.0,0
RM1313,31,26-35,Yes,TravelRarely,Human Resources,18,Human Resources,1,Male,Human Resources,2956,Upto 5k,17,3,3,2,1,0,0,0.0,1
RM1342,31,26-35,No,TravelRarely,Research & Development,20,Life Sciences,1,Male,Laboratory Technician,4197,Upto 5k,11,3,1,10,10,8,0,2.0,0
RM1359,31,26-35,No,TravelRarely,Sales,10,Medical,1,Female,Sales Executive,6583,5k-10k,11,3,4,8,5,2,1,4.0,0
RM1361,31,26-35,No,TravelRarely,Research & Development,4,Medical,1,Female,Laboratory Technician,3978,Upto 5k,12,3,2,4,2,2,2,2.0,0
RM1383,31,26-35,No,Non-Travel,Research & Development,3,Medical,1,Male,Research Scientist,3065,Upto 5k,13,3,4,4,4,2,2,3.0,0
RM1390,31,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Research Scientist,5003,5k-10k,21,4,2,10,10,8,8,7.0,0
RM1396,31,26-35,Yes,Travel_Frequently,Sales,26,Marketing,1,Male,Sales Executive,5617,5k-10k,11,3,3,10,10,7,0,8.0,1
RM1403,31,26-35,No,TravelRarely,Research & Development,2,Medical,1,Female,Laboratory Technician,1129,Upto 5k,11,3,3,1,1,0,0,0.0,0
RM1406,31,26-35,No,Non-Travel,Research & Development,10,Medical,1,Female,Research Director,11031,10k-15k,20,4,3,13,11,7,4,8.0,0
RM1418,31,26-35,No,TravelRarely,Sales,2,Life Sciences,1,Male,Sales Representative,3067,Upto 5k,19,3,3,3,2,2,1,2.0,0
RM1464,31,26-35,No,Non-Travel,Research & Development,5,Medical,1,Male,Manufacturing Director,9936,5k-10k,19,3,2,10,9,4,1,7.0,0
RM006,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,3068,Upto 5k,13,3,3,8,7,7,3,6.0,0
RM017,32,26-35,No,TravelRarely,Research & Development,5,Life Sciences,1,Male,Research Scientist,3298,Upto 5k,12,3,4,7,6,2,0,5.0,0
RM061,32,26-35,No,TravelRarely,Research & Development,1,Medical,1,Male,Manufacturing Director,6162,5k-10k,22,4,2,9,9,8,7,8.0,0
RM095,32,26-35,No,TravelRarely,Sales,6,Medical,1,Male,Sales Executive,5010,5k-10k,16,3,1,12,11,8,5,7.0,0
RM102,32,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,2956,Upto 5k,13,3,4,1,1,0,0,0.0,0
RM155,32,26-35,No,Travel_Frequently,Sales,8,Marketing,1,Female,Sales Executive,8998,5k-10k,14,3,4,9,9,8,3,7.0,0
RM170,32,26-35,No,TravelRarely,Research & Development,6,Life Sciences,1,Male,Research Scientist,3038,Upto 5k,20,4,1,8,5,4,1,4.0,0
RM239,32,26-35,No,TravelRarely,Sales,4,Life Sciences,1,Female,Sales Representative,3931,Upto 5k,11,3,1,6,4,3,1,2.0,0
RM240,32,26-35,Yes,TravelRarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,3730,Upto 5k,14,3,4,4,3,2,1,2.0,1
RM242,32,26-35,No,Non-Travel,Sales,26,Marketing,1,Male,Sales Executive,4465,Upto 5k,18,3,1,4,3,2,2,2.0,0
RM261,32,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2794,Upto 5k,20,4,3,5,5,1,0,3.0,0
RM263,32,26-35,No,TravelRarely,Research & Development,2,Technical Degree,1,Male,Laboratory Technician,2176,Upto 5k,13,3,4,9,6,2,0,4.0,0
RM307,32,26-35,No,TravelRarely,Sales,7,Life Sciences,1,Male,Sales Executive,5484,5k-10k,14,3,3,13,13,8,4,8.0,0
RM320,32,26-35,No,TravelRarely,Sales,8,Technical Degree,1,Female,Sales Executive,5228,5k-10k,11,3,4,13,13,12,11,9.0,0
RM323,32,26-35,No,TravelRarely,Research & Development,2,Medical,1,Female,Research Scientist,5055,5k-10k,16,3,3,10,7,7,0,7.0,0
RM352,32,26-35,No,TravelRarely,Research & Development,2,Medical,1,Female,Laboratory Technician,2370,Upto 5k,13,3,3,8,8,0,0,7.0,0
RM470,32,26-35,Yes,Non-Travel,Sales,11,Other,1,Male,Sales Executive,4707,Upto 5k,12,3,4,6,4,2,1,2.0,1
RM501,32,26-35,No,TravelRarely,Research & Development,9,Life Sciences,1,Female,Research Scientist,6322,5k-10k,12,3,4,6,6,4,0,5.0,0
RM528,32,26-35,No,TravelRarely,Sales,10,Marketing,1,Male,Sales Executive,5396,5k-10k,12,3,4,10,10,7,0,8.0,0
RM532,32,26-35,No,TravelRarely,Research & Development,3,Life Sciences,1,Female,Research Director,11159,10k-15k,15,3,4,10,7,7,7,7.0,0
RM559,32,26-35,No,Travel_Frequently,Research & Development,24,Life Sciences,1,Male,Laboratory Technician,5309,5k-10k,15,3,4,10,10,8,4,7.0,0
RM601,32,26-35,No,TravelRarely,Research & Development,4,Life Sciences,1,Female,Manufacturing Director,6162,5k-10k,12,3,3,14,14,13,6,8.0,0
RM623,32,26-35,No,TravelRarely,Sales,13,Life Sciences,1,Male,Sales Executive,4403,Upto 5k,11,3,3,8,5,2,0,3.0,0
RM627,32,26-35,No,TravelRarely,Research & Development,8,Medical,1,Female,Research Scientist,5175,5k-10k,12,3,3,9,5,3,1,3.0,0
RM638,32,26-35,No,Non-Travel,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,2314,Upto 5k,12,3,2,4,3,0,0,2.0,0
RM642,32,26-35,No,Travel_Frequently,Sales,5,Life Sciences,1,Male,Sales Executive,6524,5k-10k,14,3,4,10,10,8,5,3.0,0
RM657,32,26-35,Yes,TravelRarely,Research & Development,25,Life Sciences,1,Male,Laboratory Technician,2795,Upto 5k,24,4,3,1,1,0,0,1.0,1
RM683,32,26-35,No,Non-Travel,Research & Development,1,Life Sciences,1,Female,Laboratory Technician,2332,Upto 5k,20,4,3,5,3,0,0,2.0,0
RM693,32,26-35,No,TravelRarely,Research & Development,3,Medical,1,Female,Manufacturing Director,6725,5k-10k,12,3,3,8,8,7,6,3.0,0
RM757,32,26-35,No,Non-Travel,Research & Development,29,Medical,1,Female,Laboratory Technician,4025,Upto 5k,12,3,2,10,8,7,7,7.0,0
RM851,32,26-35,No,Non-Travel,Sales,2,Life Sciences,1,Female,Sales Representative,2827,Upto 5k,12,3,3,1,1,0,0,0.0,0
RM881,32,26-35,No,Travel_Frequently,Research & Development,13,Other,1,Female,Laboratory Technician,2743,Upto 5k,20,4,3,2,2,2,2,2.0,0
RM882,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,Research Scientist,4998,Upto 5k,14,3,4,10,8,7,0,7.0,0
RM936,32,26-35,No,TravelRarely,Sales,8,Medical,1,Male,Sales Executive,6209,5k-10k,15,3,3,10,10,7,0,8.0,0
RM940,32,26-35,Yes,TravelRarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,4883,Upto 5k,18,3,1,10,10,4,1,1.0,1
RM992,32,26-35,No,TravelRarely,Sales,2,Marketing,1,Male,Sales Executive,4078,Upto 5k,13,3,1,4,3,2,1,2.0,0
RM1027,32,26-35,No,TravelRarely,Sales,7,Marketing,1,Male,Sales Executive,9204,5k-10k,12,3,3,7,4,3,0,3.0,0
RM1076,32,26-35,No,TravelRarely,Research & Development,10,Medical,1,Male,Manager,11244,10k-15k,25,4,2,10,5,2,0,0.0,0
RM1102,32,26-35,No,TravelRarely,Research & Development,5,Life Sciences,1,Female,Research Scientist,5878,5k-10k,12,3,1,12,7,1,2,5.0,0
RM1114,32,26-35,No,Non-Travel,Research & Development,1,Technical Degree,1,Male,Research Scientist,4087,Upto 5k,14,3,2,9,6,5,1,2.0,0
RM1140,32,26-35,No,TravelRarely,Research & Development,5,Other,1,Female,Research Scientist,3312,Upto 5k,17,3,4,6,3,2,0,2.0,0
RM1191,32,26-35,No,TravelRarely,Research & Development,2,Medical,1,Male,Research Scientist,5470,5k-10k,13,3,3,10,9,5,1,6.0,0
RM1206,32,26-35,Yes,TravelRarely,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,1393,Upto 5k,12,3,1,1,1,0,0,0.0,1
RM1227,32,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,Research Scientist,3433,Upto 5k,13,3,1,10,5,2,1,3.0,0
RM1238,32,26-35,Yes,TravelRarely,Sales,1,Life Sciences,1,Male,Sales Executive,6735,5k-10k,15,3,2,10,0,0,0,0.0,1
RM1242,32,26-35,No,TravelRarely,Sales,19,Life Sciences,1,Male,Sales Executive,9610,5k-10k,13,3,3,10,4,3,0,2.0,0
RM1261,32,26-35,No,Non-Travel,Research & Development,5,Technical Degree,1,Male,Research Scientist,2718,Upto 5k,14,3,2,12,7,7,0,7.0,0
RM1320,32,26-35,No,Travel_Frequently,Sales,10,Marketing,1,Male,Sales Executive,4648,Upto 5k,13,3,3,4,0,0,0,0.0,0
RM1327,32,26-35,Yes,TravelRarely,Sales,2,Marketing,1,Male,Sales Executive,9907,5k-10k,12,3,3,7,2,2,2,2.0,1
RM1376,32,26-35,Yes,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,Research Scientist,2432,Upto 5k,14,3,1,8,4,1,0,3.0,1
RM1389,32,26-35,No,Non-Travel,Research & Development,15,Medical,1,Female,Healthcare Representative,6667,5k-10k,18,3,2,9,5,1,1,2.0,0
RM1395,32,26-35,No,TravelRarely,Research & Development,5,Life Sciences,1,Male,Manufacturing Director,9679,5k-10k,24,4,2,8,1,0,0,0.0,0
RM1427,32,26-35,No,TravelRarely,Research & Development,29,Life Sciences,1,Female,Laboratory Technician,2837,Upto 5k,13,3,3,6,6,2,4,1.0,0
RM1429,32,26-35,No,TravelRarely,Sales,1,Medical,1,Male,Sales Representative,2269,Upto 5k,14,3,2,3,2,2,2,2.0,0
RM1432,32,26-35,No,TravelRarely,Sales,1,Marketing,1,Female,Sales Executive,10422,10k-15k,19,3,3,14,14,10,5,7.0,0
RM1450,32,26-35,No,TravelRarely,Research & Development,2,Technical Degree,1,Male,Research Scientist,2439,Upto 5k,14,3,4,4,4,2,1,2.0,0
RM004,33,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Female,Research Scientist,2909,Upto 5k,11,3,3,8,8,7,3,0.0,0
RM040,33,26-35,No,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Executive,5376,5k-10k,19,3,1,10,5,3,1,3.0,0
RM056,33,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Research Director,13458,10k-15k,12,3,3,15,15,14,8,12.0,0
RM122,33,26-35,No,Non-Travel,Sales,22,Marketing,1,Male,Sales Executive,6146,5k-10k,13,3,1,8,7,7,0,7.0,0
RM177,33,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,2500,Upto 5k,14,3,1,4,3,1,0,2.0,0
RM186,33,26-35,No,TravelRarely,Research & Development,14,Medical,1,Female,Research Scientist,2756,Upto 5k,13,3,4,8,8,7,1,6.0,0
RM222,33,26-35,No,TravelRarely,Research & Development,4,Medical,1,Female,Research Scientist,2622,Upto 5k,21,4,4,7,3,2,1,1.0,0
RM235,33,26-35,Yes,TravelRarely,Research & Development,14,Medical,1,Male,Laboratory Technician,2436,Upto 5k,13,3,3,8,5,4,0,4.0,1
RM237,33,26-35,Yes,TravelRarely,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,2707,Upto 5k,20,4,1,13,9,7,1,7.0,1
RM247,33,26-35,No,TravelRarely,Research & Development,5,Life Sciences,1,Female,Research Scientist,2911,Upto 5k,13,3,3,2,2,2,0,2.0,0
RM314,33,26-35,No,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,Manager,11878,10k-15k,11,3,2,12,10,6,8,8.0,0
RM329,33,26-35,No,Travel_Frequently,Sales,10,Marketing,1,Male,Sales Executive,4682,Upto 5k,14,3,3,9,7,7,0,1.0,0
RM364,33,26-35,Yes,TravelRarely,Sales,5,Marketing,1,Female,Sales Representative,2851,Upto 5k,13,3,2,1,1,0,0,0.0,1
RM436,33,26-35,Yes,TravelRarely,Research & Development,15,Medical,1,Male,Manager,13610,10k-15k,12,3,4,15,7,6,7,7.0,1
RM437,33,26-35,Yes,TravelRarely,Research & Development,10,Medical,1,Male,Laboratory Technician,3408,Upto 5k,13,3,1,8,4,3,1,3.0,1
RM456,33,26-35,No,TravelRarely,Research & Development,1,Medical,1,Female,Research Director,16184,15k+,19,3,3,10,6,1,0,5.0,0
RM500,33,26-35,No,TravelRarely,Sales,8,Marketing,1,Male,Sales Executive,7104,5k-10k,12,3,4,6,5,0,1,2.0,0
RM510,33,26-35,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Healthcare Representative,7725,5k-10k,23,4,3,15,13,11,4,7.0,0
RM515,33,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Research Scientist,3348,Upto 5k,11,3,1,10,10,8,9,7.0,1
RM563,33,26-35,Yes,TravelRarely,Research & Development,1,Other,1,Male,Research Scientist,2686,Upto 5k,13,3,3,10,10,9,7,8.0,1
RM591,33,26-35,No,TravelRarely,Research & Development,7,Medical,1,Male,Research Director,11691,10k-15k,11,3,4,14,13,9,3,7.0,0
RM592,33,26-35,Yes,TravelRarely,Sales,16,Marketing,1,Female,Sales Executive,5324,5k-10k,15,3,3,6,3,2,0,2.0,1
RM620,33,26-35,No,TravelRarely,Sales,1,Medical,1,Male,Sales Executive,4037,Upto 5k,22,4,1,9,9,8,0,8.0,0
RM656,33,26-35,No,TravelRarely,Human Resources,3,Human Resources,1,Male,Human Resources,2277,Upto 5k,11,3,3,7,4,3,0,3.0,0
RM674,33,26-35,No,TravelRarely,Research & Development,1,Other,1,Male,Research Scientist,2799,Upto 5k,11,3,2,6,3,2,0,2.0,0
RM695,33,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Healthcare Representative,6949,5k-10k,14,3,1,6,5,0,1,4.0,0
RM711,33,26-35,No,Non-Travel,Sales,17,Life Sciences,1,Male,Manager,17444,15k+,11,3,4,10,10,8,6,0.0,0
RM713,33,26-35,No,TravelRarely,Research & Development,13,Life Sciences,1,Female,Research Scientist,3452,Upto 5k,18,3,1,5,3,2,0,2.0,0
RM716,33,26-35,No,Travel_Frequently,Research & Development,1,Other,1,Female,Healthcare Representative,5488,5k-10k,13,3,1,6,6,5,1,2.0,0
RM755,33,26-35,No,Non-Travel,Sales,8,Life Sciences,1,Female,Sales Representative,2342,Upto 5k,19,3,4,3,2,2,2,2.0,0
RM791,33,26-35,No,TravelRarely,Research & Development,5,Life Sciences,1,Male,Healthcare Representative,7119,5k-10k,15,3,3,9,3,2,1,2.0,0
RM793,33,26-35,Yes,Travel_Frequently,Research & Development,29,Medical,1,Female,Research Scientist,4508,Upto 5k,22,4,2,14,13,7,3,8.0,1
RM799,33,26-35,Yes,TravelRarely,Research & Development,25,Medical,1,Male,Research Scientist,2313,Upto 5k,20,4,2,5,2,2,2,2.0,1
RM803,33,26-35,No,Travel_Frequently,Sales,7,Life Sciences,1,Female,Sales Executive,4302,Upto 5k,17,3,3,4,3,2,0,2.0,0
RM830,33,26-35,Yes,TravelRarely,Sales,9,Marketing,1,Female,Sales Executive,8224,5k-10k,17,3,1,6,5,2,0,3.0,1
RM864,33,26-35,No,TravelRarely,Human Resources,2,Human Resources,1,Male,Human Resources,3600,Upto 5k,13,3,4,5,5,4,1,4.0,0
RM873,33,26-35,No,Travel_Frequently,Sales,25,Medical,1,Female,Sales Executive,4539,Upto 5k,12,3,1,10,10,7,0,1.0,0
RM884,33,26-35,No,TravelRarely,Research & Development,9,Medical,1,Male,Research Scientist,2781,Upto 5k,13,3,2,15,14,10,4,10.0,0
RM909,33,26-35,No,TravelRarely,Sales,10,Marketing,1,Male,Sales Executive,8380,5k-10k,14,3,4,10,9,8,0,8.0,0
RM991,33,26-35,No,Travel_Frequently,Sales,5,Life Sciences,1,Male,Sales Executive,9998,5k-10k,13,3,1,8,5,4,1,2.0,0
RM1048,33,26-35,No,Travel_Frequently,Sales,7,Medical,1,Male,Sales Executive,4373,Upto 5k,14,3,1,5,4,3,0,3.0,0
RM1067,33,26-35,No,TravelRarely,Research & Development,4,Medical,1,Female,Laboratory Technician,3838,Upto 5k,11,3,4,8,5,4,0,2.0,0
RM1075,33,26-35,No,TravelRarely,Research & Development,8,Life Sciences,1,Male,Healthcare Representative,6388,5k-10k,17,3,1,14,0,0,0,0.0,0
RM1092,33,26-35,No,TravelRarely,Research & Development,25,Life Sciences,1,Male,Manufacturing Director,4320,Upto 5k,13,3,4,5,5,3,0,2.0,0
RM1096,33,26-35,No,TravelRarely,Research & Development,28,Life Sciences,1,Male,Laboratory Technician,5207,5k-10k,12,3,2,15,15,14,5,7.0,0
RM1106,33,26-35,No,TravelRarely,Sales,8,Life Sciences,1,Male,Sales Executive,6392,5k-10k,13,3,4,8,2,2,2,2.0,0
RM1190,33,26-35,No,TravelRarely,Sales,2,Medical,1,Male,Sales Executive,5505,5k-10k,14,3,3,6,6,2,0,4.0,0
RM1199,33,26-35,No,Non-Travel,Sales,16,Life Sciences,1,Female,Sales Executive,5368,5k-10k,25,4,3,7,6,5,1,2.0,0
RM1211,33,26-35,No,TravelRarely,Research & Development,21,Medical,1,Male,Laboratory Technician,2028,Upto 5k,18,3,4,14,14,11,2,13.0,0
RM1254,33,26-35,No,Non-Travel,Sales,2,Marketing,1,Female,Sales Executive,5147,5k-10k,15,3,4,13,11,7,1,7.0,0
RM1256,33,26-35,Yes,TravelRarely,Sales,16,Life Sciences,1,Female,Sales Executive,8564,5k-10k,20,4,3,11,0,0,0,0.0,1
RM1266,33,26-35,No,Non-Travel,Research & Development,4,Technical Degree,1,Male,Research Scientist,3055,Upto 5k,15,3,4,11,9,8,1,7.0,0
RM1283,33,26-35,No,TravelRarely,Research & Development,8,Life Sciences,1,Male,Research Scientist,3143,Upto 5k,19,3,2,14,10,8,7,6.0,0
RM1364,33,26-35,No,TravelRarely,Sales,10,Marketing,1,Male,Sales Executive,5487,5k-10k,14,3,2,10,10,4,0,9.0,0
